ID,Nama Produk,Jenis Sambal,Harga,Stok,Tanggal Produksi,Tanggal Expired,Rating,Penjual,Lokasi
785,Sambal Sambal Cumi 384ml,Sambal Bawang,61932,154,7/15/2025,7/12/2026,3.7,CV Winarno Yulianti,Sukabumi
786,Sambel Sambal Matah 417ml,Sambal Matah,45910,81,7/15/2025,6/16/2026,3.5,PT Utami,Tanjungpinang
787,Sambel Sambal Matah 455ml,Sambal Roa,61400,222,7/15/2025,4/6/2026,3.9,Perum Astuti (Persero) Tbk,Lhokseumawe
788,Sambal Sambal Ijo 439ml,Sambal Bawang,58455,476,7/15/2025,6/19/2026,2.8,PT Damanik Tbk,Cimahi
789,Sambel Sambal Cumi 384ml,Sambal Bawang,63872,227,7/15/2025,1/11/2026,3.3,CV Namaga Tbk,Tanjungbalai
790,Sambel Sambal Bawang 406ml,Sambal Bawang,54925,416,7/15/2025,4/25/2026,3.3,UD Handayani Suwarno Tbk,Cirebon
791,Sambal Sambal Bawang 211ml,Sambal Ijo,68147,297,7/15/2025,10/13/2025,4.4,PD Mangunsong (Persero) Tbk,Medan
792,Sambal Sambal Teri 372ml,Sambal Tomat,35557,315,7/15/2025,5/29/2026,3,PD Marpaung,Singkawang
793,Sambel Sambal Tomat 391ml,Sambal Tomat,70194,482,7/15/2025,5/23/2026,4.3,CV Mandasari Tbk,Palembang
794,Sambel Sambal Bawang 398ml,Sambal Terasi,50074,261,7/15/2025,5/7/2026,4.6,CV Uyainah Waskita,Padang
795,Sambel Sambal Terasi 289ml,Sambal Terasi,10055,360,7/15/2025,4/14/2026,2.8,UD Yolanda Wahyudin (Persero) Tbk,Dumai
796,Sambel Sambal Terasi 220ml,Sambal Roa,56020,302,7/15/2025,5/2/2026,4.1,Perum Lestari Widodo,Batam
797,Sambel Sambal Roa 295ml,Sambal Roa,45724,108,7/15/2025,1/9/2026,3.7,Perum Permata Tbk,Binjai
798,Sambal Sambal Roa 284ml,Sambal Roa,20110,147,7/15/2025,12/16/2025,2.8,PT Hakim Kusmawati (Persero) Tbk,Bitung
799,Sambal Sambal Terasi 173ml,Sambal Teri,53117,223,7/15/2025,12/21/2025,2.7,PT Purwanti Sitompul,Tegal
800,Sambel Sambal Teri 456ml,Sambal Roa,50845,92,7/15/2025,6/2/2026,3.8,CV Hassanah,Subulussalam
801,Sambel Sambal Roa 281ml,Sambal Matah,22176,217,7/15/2025,10/16/2025,3.9,UD Siregar,Sorong
802,Sambal Sambal Tomat 310ml,Sambal Cumi,12192,500,7/15/2025,11/1/2025,3.9,Perum Waluyo Wastuti Tbk,Surabaya
803,Sambel Sambal Bawang 397ml,Sambal Teri,73028,353,7/15/2025,11/22/2025,2.9,PT Iswahyudi Waluyo,Pekanbaru
804,Sambel Sambal Teri 364ml,Sambal Bawang,44298,455,7/15/2025,11/27/2025,3.1,PT Haryanti,Bukittinggi
805,Sambal Sambal Tomat 413ml,Sambal Terasi,69217,175,7/15/2025,7/13/2026,4.4,CV Simbolon Megantara (Persero) Tbk,Batu
806,Sambel Sambal Teri 362ml,Sambal Teri,47615,375,7/15/2025,3/31/2026,3.6,CV Hutapea Tbk,Palembang
807,Sambel Sambal Tomat 185ml,Sambal Terasi,55550,472,7/15/2025,3/17/2026,4.3,PT Habibi,Tomohon
808,Sambel Sambal Terasi 422ml,Sambal Teri,47889,86,7/15/2025,11/8/2025,4.1,CV Namaga (Persero) Tbk,Makassar
809,Sambel Sambal Terasi 246ml,Sambal Teri,15407,64,7/15/2025,6/28/2026,2.7,Perum Haryanto,Kota Administrasi Jakarta Pusat
810,Sambel Sambal Tomat 167ml,Sambal Tomat,28036,439,7/15/2025,2/21/2026,2.5,CV Mangunsong Hartati,Yogyakarta
811,Sambal Sambal Ijo 402ml,Sambal Ijo,53198,228,7/15/2025,4/20/2026,4.5,Perum Salahudin Iswahyudi,Palembang
812,Sambel Sambal Matah 348ml,Sambal Ijo,62387,270,7/15/2025,10/29/2025,3.4,PT Nugroho Wastuti,Ternate
813,Sambal Sambal Ijo 404ml,Sambal Ijo,64893,253,7/15/2025,5/12/2026,4.4,CV Habibi Setiawan (Persero) Tbk,Kota Administrasi Jakarta Selatan
814,Sambal Sambal Teri 471ml,Sambal Ijo,23818,295,7/15/2025,4/7/2026,2.6,UD Haryanto Narpati,Tanjungpinang
815,Sambel Sambal Bawang 126ml,Sambal Ijo,40409,204,7/15/2025,6/13/2026,3.3,PT Astuti (Persero) Tbk,Batam
816,Sambal Sambal Roa 449ml,Sambal Roa,41102,134,7/15/2025,12/26/2025,3.8,PD Mayasari,Denpasar
817,Sambel Sambal Terasi 247ml,Sambal Teri,35035,347,7/15/2025,3/23/2026,4.9,CV Wastuti Tbk,Tasikmalaya
818,Sambal Sambal Bawang 372ml,Sambal Cumi,72664,432,7/15/2025,5/22/2026,4,PT Marpaung (Persero) Tbk,Langsa
819,Sambel Sambal Cumi 238ml,Sambal Tomat,62580,50,7/15/2025,2/20/2026,4.1,PT Napitupulu (Persero) Tbk,Binjai
820,Sambel Sambal Teri 495ml,Sambal Matah,58123,344,7/15/2025,1/20/2026,3.8,UD Haryanti Tbk,Tanjungpinang
821,Sambal Sambal Cumi 380ml,Sambal Terasi,54092,4,7/15/2025,11/16/2025,2.5,PT Wacana Ramadan Tbk,Tanjungpinang
822,Sambal Sambal Bawang 450ml,Sambal Teri,33036,112,7/15/2025,3/7/2026,3.1,UD Pangestu Budiman,Madiun
823,Sambal Sambal Terasi 417ml,Sambal Bawang,13727,480,7/15/2025,2/1/2026,4.9,CV Rahimah Hassanah Tbk,Palangkaraya
824,Sambal Sambal Bawang 144ml,Sambal Ijo,34638,336,7/15/2025,1/15/2026,4.7,PD Handayani,Surakarta
825,Sambal Sambal Tomat 250ml,Sambal Teri,53285,479,7/15/2025,11/20/2025,4.1,PD Rajasa Laksita,Bengkulu
826,Sambel Sambal Roa 454ml,Sambal Cumi,26864,82,7/15/2025,11/19/2025,3.2,PD Suryatmi,Jayapura
827,Sambal Sambal Roa 298ml,Sambal Cumi,13936,132,7/15/2025,2/25/2026,2.9,UD Pratama,Semarang
828,Sambal Sambal Teri 202ml,Sambal Roa,21694,330,7/15/2025,6/21/2026,2.8,CV Uwais Maryadi,Pangkalpinang
829,Sambel Sambal Matah 414ml,Sambal Bawang,69808,226,7/15/2025,2/22/2026,2.8,PD Yolanda Lailasari Tbk,Payakumbuh
830,Sambal Sambal Bawang 392ml,Sambal Tomat,60937,228,7/15/2025,10/22/2025,4.7,UD Sinaga Nasyiah Tbk,Tual
831,Sambal Sambal Terasi 119ml,Sambal Roa,27461,77,7/15/2025,3/30/2026,4.8,PT Haryanto,Pekanbaru
832,Sambal Sambal Teri 344ml,Sambal Roa,36470,432,7/15/2025,11/17/2025,3.9,UD Prasetya Anggraini,Bitung
833,Sambal Sambal Roa 452ml,Sambal Teri,17943,290,7/15/2025,7/14/2026,4.8,PD Pradipta,Pematangsiantar
834,Sambel Sambal Cumi 449ml,Sambal Tomat,36254,28,7/15/2025,11/28/2025,3.4,PT Tamba Sinaga Tbk,Prabumulih
835,Sambel Sambal Bawang 335ml,Sambal Tomat,52453,103,7/15/2025,1/11/2026,3.9,Perum Habibi,Purwokerto
836,Sambel Sambal Matah 253ml,Sambal Roa,68750,54,7/15/2025,4/14/2026,3.7,PD Megantara Dabukke,Tanjungpinang
837,Sambel Sambal Matah 171ml,Sambal Terasi,22654,12,7/15/2025,2/12/2026,3.7,Perum Prasasta Utami Tbk,Bekasi
838,Sambal Sambal Tomat 355ml,Sambal Teri,73345,8,7/15/2025,10/31/2025,3.3,PD Wulandari Tbk,Padangpanjang
839,Sambel Sambal Terasi 307ml,Sambal Bawang,23872,413,7/15/2025,7/7/2026,3.6,PT Maheswara (Persero) Tbk,Pasuruan
840,Sambal Sambal Matah 136ml,Sambal Terasi,58199,72,7/15/2025,6/20/2026,4.1,CV Tarihoran Jailani,Pagaralam
841,Sambel Sambal Terasi 224ml,Sambal Ijo,10941,88,7/15/2025,11/7/2025,4.8,CV Widiastuti (Persero) Tbk,Tebingtinggi
842,Sambal Sambal Teri 412ml,Sambal Ijo,64745,302,7/15/2025,11/14/2025,4.5,UD Puspasari Suwarno,Bau-Bau
843,Sambal Sambal Bawang 354ml,Sambal Matah,14135,411,7/15/2025,1/24/2026,3.6,PD Mandala,Pasuruan
844,Sambel Sambal Cumi 161ml,Sambal Ijo,31075,428,7/15/2025,1/30/2026,4.4,Perum Namaga,Sukabumi
845,Sambal Sambal Cumi 132ml,Sambal Bawang,27949,72,7/15/2025,5/13/2026,2.9,PD Adriansyah Purnawati Tbk,Banjar
846,Sambel Sambal Ijo 324ml,Sambal Matah,70665,297,7/15/2025,11/2/2025,2.8,CV Maryadi (Persero) Tbk,Batam
847,Sambel Sambal Ijo 108ml,Sambal Teri,15290,3,7/15/2025,10/16/2025,2.9,Perum Wahyudin (Persero) Tbk,Tegal
848,Sambal Sambal Tomat 313ml,Sambal Teri,55374,64,7/15/2025,1/26/2026,2.9,PD Hariyah Nasyidah,Sorong
849,Sambel Sambal Teri 310ml,Sambal Matah,71478,89,7/15/2025,11/1/2025,4,UD Najmudin Narpati (Persero) Tbk,Sabang
850,Sambel Sambal Bawang 421ml,Sambal Tomat,32796,214,7/15/2025,10/15/2025,3.9,UD Ramadan Rajasa,Cirebon
851,Sambal Sambal Bawang 371ml,Sambal Bawang,50561,185,7/15/2025,6/29/2026,3,CV Sinaga Palastri,Batam
852,Sambal Sambal Tomat 127ml,Sambal Matah,17384,407,7/15/2025,12/28/2025,4.2,PT Yulianti Nababan,Yogyakarta
853,Sambel Sambal Teri 190ml,Sambal Ijo,53918,472,7/15/2025,11/4/2025,2.6,PT Habibi Zulaika,Cilegon
854,Sambel Sambal Tomat 207ml,Sambal Roa,26474,171,7/15/2025,6/2/2026,2.6,Perum Uyainah Hidayat (Persero) Tbk,Cilegon
855,Sambal Sambal Ijo 180ml,Sambal Terasi,41788,263,7/15/2025,12/11/2025,2.7,CV Lailasari Puspita (Persero) Tbk,Cimahi
856,Sambal Sambal Teri 403ml,Sambal Cumi,37463,101,7/15/2025,3/28/2026,3.1,CV Purnawati,Langsa
857,Sambal Sambal Cumi 216ml,Sambal Bawang,25539,377,7/15/2025,5/12/2026,4.7,CV Wijayanti Firgantoro,Surabaya
858,Sambel Sambal Matah 137ml,Sambal Teri,48344,248,7/15/2025,11/9/2025,4.7,PD Wasita Tbk,Blitar
859,Sambal Sambal Matah 412ml,Sambal Teri,21669,198,7/15/2025,4/22/2026,2.8,PD Usada Purnawati Tbk,Pasuruan
860,Sambal Sambal Cumi 238ml,Sambal Matah,32012,65,7/15/2025,10/29/2025,4.2,CV Farida Mandala Tbk,Tidore Kepulauan
861,Sambal Sambal Tomat 169ml,Sambal Bawang,65813,238,7/15/2025,6/4/2026,3.5,CV Saptono Permadi (Persero) Tbk,Binjai
862,Sambel Sambal Matah 251ml,Sambal Ijo,61743,406,7/15/2025,1/8/2026,3.9,PD Permadi,Banda Aceh
863,Sambal Sambal Bawang 310ml,Sambal Teri,66505,110,7/15/2025,6/12/2026,4.6,CV Saragih Tarihoran (Persero) Tbk,Tangerang Selatan
864,Sambel Sambal Terasi 473ml,Sambal Roa,58246,446,7/15/2025,2/16/2026,3.1,PT Susanti Uwais,Magelang
865,Sambel Sambal Matah 402ml,Sambal Ijo,69883,293,7/15/2025,10/15/2025,3.5,PD Habibi Tarihoran (Persero) Tbk,Palu
866,Sambal Sambal Terasi 340ml,Sambal Terasi,37898,271,7/15/2025,5/2/2026,3.7,UD Hidayat,Sorong
867,Sambal Sambal Teri 353ml,Sambal Matah,15445,285,7/15/2025,10/19/2025,4.2,PD Iswahyudi Wibowo Tbk,Padangpanjang
868,Sambel Sambal Matah 167ml,Sambal Cumi,29384,122,7/15/2025,11/28/2025,2.5,Perum Marbun Palastri,Manado
869,Sambel Sambal Ijo 460ml,Sambal Teri,66224,292,7/15/2025,10/25/2025,4.9,CV Usamah,Tangerang Selatan
870,Sambel Sambal Ijo 460ml,Sambal Roa,22120,404,7/15/2025,4/20/2026,4.1,PT Uwais,Subulussalam
871,Sambal Sambal Bawang 297ml,Sambal Cumi,44794,16,7/15/2025,3/13/2026,3.6,PT Maryadi Manullang Tbk,Tasikmalaya
872,Sambel Sambal Matah 450ml,Sambal Bawang,50662,450,7/15/2025,4/2/2026,4.3,Perum Budiyanto Suartini (Persero) Tbk,Bogor
873,Sambal Sambal Cumi 126ml,Sambal Bawang,35097,187,7/15/2025,6/8/2026,4,PT Januar,Tangerang Selatan
874,Sambel Sambal Cumi 189ml,Sambal Bawang,46749,363,7/15/2025,1/25/2026,2.8,CV Hutasoit Astuti (Persero) Tbk,Ambon
875,Sambel Sambal Matah 376ml,Sambal Bawang,52535,244,7/15/2025,1/28/2026,4.4,PD Siregar Pudjiastuti Tbk,Banjarmasin
876,Sambal Sambal Cumi 280ml,Sambal Tomat,43001,348,7/15/2025,5/17/2026,3.2,UD Jailani,Blitar
877,Sambal Sambal Cumi 276ml,Sambal Teri,41865,256,7/15/2025,7/9/2026,4.6,Perum Simbolon Palastri (Persero) Tbk,Sawahlunto
878,Sambel Sambal Tomat 331ml,Sambal Cumi,62422,344,7/15/2025,11/15/2025,3,UD Natsir Safitri (Persero) Tbk,Kota Administrasi Jakarta Barat
879,Sambel Sambal Bawang 141ml,Sambal Roa,68847,91,7/15/2025,3/9/2026,4.9,Perum Yuliarti Laksmiwati Tbk,Tasikmalaya
880,Sambal Sambal Bawang 184ml,Sambal Tomat,17341,356,7/15/2025,12/27/2025,3.7,PD Nasyidah Hutasoit,Serang
881,Sambal Sambal Terasi 250ml,Sambal Roa,73542,349,7/15/2025,12/19/2025,3.7,UD Sirait Wibisono,Bogor
882,Sambel Sambal Teri 477ml,Sambal Terasi,29104,96,7/15/2025,11/14/2025,2.6,UD Rajata Hartati,Bandung
883,Sambal Sambal Cumi 310ml,Sambal Cumi,52975,330,7/15/2025,3/29/2026,3.7,CV Rahimah,Ambon
884,Sambel Sambal Teri 255ml,Sambal Ijo,68869,404,7/15/2025,3/18/2026,2.9,Perum Situmorang Agustina,Kota Administrasi Jakarta Utara
885,Sambel Sambal Matah 347ml,Sambal Cumi,73617,147,7/15/2025,11/6/2025,2.9,PD Suryatmi Tbk,Cirebon
886,Sambel Sambal Teri 185ml,Sambal Ijo,56649,274,7/15/2025,3/8/2026,3,PT Namaga,Pekalongan
887,Sambal Sambal Ijo 182ml,Sambal Matah,17662,21,7/15/2025,3/24/2026,3.9,PD Saptono (Persero) Tbk,Dumai
888,Sambel Sambal Tomat 289ml,Sambal Ijo,23445,287,7/15/2025,10/30/2025,4.2,CV Tampubolon Tbk,Kota Administrasi Jakarta Utara
889,Sambel Sambal Ijo 290ml,Sambal Teri,45380,499,7/15/2025,1/4/2026,3.8,PT Zulaika (Persero) Tbk,Singkawang
890,Sambal Sambal Terasi 307ml,Sambal Teri,60365,74,7/15/2025,6/4/2026,4.8,CV Najmudin (Persero) Tbk,Banjarmasin
891,Sambal Sambal Terasi 478ml,Sambal Cumi,52417,361,7/15/2025,3/13/2026,3.7,PD Prayoga (Persero) Tbk,Padang Sidempuan
892,Sambel Sambal Ijo 389ml,Sambal Teri,32196,352,7/15/2025,12/9/2025,4.3,CV Sitorus (Persero) Tbk,Lhokseumawe
893,Sambal Sambal Ijo 447ml,Sambal Bawang,30190,12,7/15/2025,5/6/2026,4,PT Gunarto Mulyani (Persero) Tbk,Bau-Bau
894,Sambal Sambal Teri 282ml,Sambal Bawang,31388,28,7/15/2025,1/20/2026,4,PD Pertiwi (Persero) Tbk,Sorong
895,Sambal Sambal Tomat 200ml,Sambal Terasi,15478,275,7/15/2025,5/29/2026,4.2,CV Suwarno Lazuardi,Pariaman
896,Sambal Sambal Roa 199ml,Sambal Teri,30824,308,7/15/2025,7/1/2026,4.9,PD Riyanti Palastri Tbk,Ambon
897,Sambel Sambal Roa 175ml,Sambal Roa,34224,197,7/15/2025,4/21/2026,2.5,UD Kusumo Riyanti (Persero) Tbk,Jambi
898,Sambel Sambal Cumi 257ml,Sambal Teri,67298,287,7/15/2025,11/26/2025,3,CV Dongoran Hutagalung (Persero) Tbk,Tasikmalaya
899,Sambel Sambal Roa 326ml,Sambal Tomat,20734,412,7/15/2025,5/18/2026,4.3,PD Safitri Namaga (Persero) Tbk,Sibolga
900,Sambel Sambal Ijo 400ml,Sambal Bawang,19413,106,7/15/2025,3/17/2026,3.7,Perum Yolanda,Blitar
901,Sambel Sambal Bawang 402ml,Sambal Roa,15796,3,7/15/2025,5/10/2026,4.1,CV Latupono,Bau-Bau
902,Sambel Sambal Roa 189ml,Sambal Teri,56546,290,7/15/2025,12/22/2025,3,PD Maryati,Tebingtinggi
903,Sambel Sambal Tomat 383ml,Sambal Teri,12767,421,7/15/2025,3/16/2026,4.6,UD Andriani Widiastuti Tbk,Sungai Penuh
904,Sambel Sambal Teri 386ml,Sambal Teri,24714,13,7/15/2025,10/14/2025,2.9,Perum Budiyanto Winarno (Persero) Tbk,Bontang
905,Sambel Sambal Teri 163ml,Sambal Tomat,37338,91,7/15/2025,6/21/2026,4.8,PD Utami,Balikpapan
906,Sambal Sambal Terasi 161ml,Sambal Tomat,42312,496,7/15/2025,11/16/2025,4,Perum Hutagalung Tbk,Samarinda
907,Sambel Sambal Teri 389ml,Sambal Roa,66907,132,7/15/2025,6/13/2026,4.9,PD Pratiwi Pudjiastuti (Persero) Tbk,Denpasar
908,Sambal Sambal Cumi 362ml,Sambal Terasi,65396,132,7/15/2025,1/4/2026,4,Perum Hutasoit,Kupang
909,Sambal Sambal Cumi 336ml,Sambal Ijo,33421,83,7/15/2025,11/9/2025,3.2,PT Pudjiastuti,Sabang
910,Sambel Sambal Cumi 124ml,Sambal Tomat,29114,271,7/15/2025,11/21/2025,3.8,PT Uwais Usada (Persero) Tbk,Madiun
911,Sambal Sambal Bawang 406ml,Sambal Ijo,45632,165,7/15/2025,3/23/2026,4.6,CV Hakim Tbk,Bandung
912,Sambel Sambal Tomat 450ml,Sambal Cumi,16280,273,7/15/2025,4/11/2026,4.6,CV Purnawati Tbk,Meulaboh
913,Sambal Sambal Ijo 365ml,Sambal Tomat,34445,398,7/15/2025,6/18/2026,3.5,PT Lestari Mayasari,Manado
914,Sambal Sambal Bawang 211ml,Sambal Ijo,42989,113,7/15/2025,1/17/2026,4.5,PD Rahayu,Probolinggo
915,Sambal Sambal Roa 335ml,Sambal Bawang,17639,419,7/15/2025,12/19/2025,4.8,PT Maulana Wahyudin,Jayapura
916,Sambel Sambal Cumi 259ml,Sambal Cumi,19110,418,7/15/2025,5/27/2026,4.7,UD Mandasari Firgantoro (Persero) Tbk,Semarang
917,Sambel Sambal Ijo 463ml,Sambal Tomat,11884,381,7/15/2025,12/12/2025,3.1,UD Handayani Mangunsong Tbk,Kota Administrasi Jakarta Timur
918,Sambal Sambal Matah 257ml,Sambal Ijo,23752,66,7/15/2025,11/22/2025,3.6,CV Sirait,Kediri
919,Sambal Sambal Bawang 109ml,Sambal Teri,59632,220,7/15/2025,11/3/2025,3,CV Samosir Wahyuni,Pekalongan
920,Sambal Sambal Terasi 340ml,Sambal Bawang,69541,129,7/15/2025,11/4/2025,2.7,CV Fujiati Riyanti,Kediri
921,Sambal Sambal Bawang 500ml,Sambal Bawang,70299,308,7/15/2025,1/26/2026,4,Perum Mardhiyah Tbk,Cirebon
922,Sambal Sambal Ijo 443ml,Sambal Cumi,11917,46,7/15/2025,12/26/2025,4.6,PD Siregar Susanti,Subulussalam
923,Sambel Sambal Cumi 280ml,Sambal Ijo,66042,256,7/15/2025,2/13/2026,3.8,CV Padmasari Kuswandari,Palu
924,Sambal Sambal Bawang 396ml,Sambal Terasi,44657,111,7/15/2025,1/19/2026,4.9,CV Sirait Dongoran (Persero) Tbk,Banda Aceh
925,Sambal Sambal Terasi 471ml,Sambal Bawang,70570,109,7/15/2025,6/28/2026,4.6,PD Nasyidah Najmudin,Binjai
926,Sambel Sambal Cumi 457ml,Sambal Ijo,38813,344,7/15/2025,12/6/2025,3,UD Wijayanti Utama,Blitar
927,Sambel Sambal Roa 317ml,Sambal Matah,43701,116,7/15/2025,5/9/2026,2.8,Perum Pertiwi (Persero) Tbk,Sibolga
928,Sambel Sambal Bawang 338ml,Sambal Bawang,44060,69,7/15/2025,6/23/2026,4.4,CV Mulyani Tbk,Palangkaraya
929,Sambel Sambal Terasi 142ml,Sambal Cumi,42355,59,7/15/2025,4/28/2026,3.2,PT Ardianto,Kediri
930,Sambel Sambal Teri 215ml,Sambal Roa,29044,437,7/15/2025,5/20/2026,3,UD Anggraini,Sorong
931,Sambal Sambal Teri 447ml,Sambal Cumi,21750,6,7/15/2025,6/21/2026,4.2,UD Pudjiastuti,Batam
932,Sambel Sambal Teri 367ml,Sambal Bawang,17813,73,7/15/2025,5/3/2026,3.5,CV Mandasari Sihombing (Persero) Tbk,Parepare
933,Sambal Sambal Ijo 133ml,Sambal Cumi,73911,101,7/15/2025,4/4/2026,3,CV Zulaika Zulkarnain,Tanjungbalai
934,Sambel Sambal Bawang 219ml,Sambal Roa,57526,255,7/15/2025,3/4/2026,4.4,UD Wibowo,Tanjungpinang
935,Sambel Sambal Roa 282ml,Sambal Teri,53691,308,7/15/2025,5/8/2026,5,PT Salahudin Padmasari (Persero) Tbk,Tomohon
936,Sambel Sambal Ijo 493ml,Sambal Teri,17080,62,7/15/2025,2/18/2026,3.7,CV Ramadan Tarihoran (Persero) Tbk,Pontianak
937,Sambal Sambal Ijo 115ml,Sambal Bawang,58352,27,7/15/2025,11/16/2025,3.7,UD Waskita Nugroho (Persero) Tbk,Sabang
938,Sambal Sambal Ijo 295ml,Sambal Cumi,20009,155,7/15/2025,12/1/2025,4.4,PD Siregar (Persero) Tbk,Cilegon
939,Sambel Sambal Teri 203ml,Sambal Tomat,53390,254,7/15/2025,6/21/2026,3.8,PT Wulandari Gunawan (Persero) Tbk,Jayapura
940,Sambel Sambal Terasi 491ml,Sambal Terasi,74927,220,7/15/2025,12/12/2025,3.5,CV Latupono Wahyudin,Jambi
941,Sambel Sambal Roa 326ml,Sambal Teri,12358,16,7/15/2025,1/11/2026,3.9,CV Padmasari,Probolinggo
942,Sambel Sambal Ijo 351ml,Sambal Roa,18813,159,7/15/2025,4/30/2026,3.7,CV Damanik (Persero) Tbk,Medan
943,Sambal Sambal Teri 437ml,Sambal Teri,41189,287,7/15/2025,1/1/2026,3.8,CV Lailasari Pradana,Bau-Bau
944,Sambel Sambal Tomat 353ml,Sambal Roa,50431,346,7/15/2025,4/11/2026,4.4,UD Rahmawati Nainggolan (Persero) Tbk,Tidore Kepulauan
945,Sambel Sambal Cumi 131ml,Sambal Terasi,48696,23,7/15/2025,12/17/2025,4.6,CV Dabukke Irawan,Jayapura
946,Sambel Sambal Terasi 491ml,Sambal Cumi,34941,49,7/15/2025,5/20/2026,3.4,CV Marbun Siregar (Persero) Tbk,Padang Sidempuan
947,Sambel Sambal Roa 279ml,Sambal Terasi,53335,125,7/15/2025,2/16/2026,3.1,CV Yuliarti Saptono Tbk,Bandung
948,Sambel Sambal Bawang 452ml,Sambal Bawang,66946,156,7/15/2025,12/10/2025,3.3,PD Yuliarti (Persero) Tbk,Banjarbaru
949,Sambal Sambal Cumi 119ml,Sambal Teri,53107,442,7/15/2025,5/17/2026,3.9,PD Sinaga Tbk,Padang Sidempuan
950,Sambel Sambal Tomat 110ml,Sambal Teri,48534,11,7/15/2025,3/24/2026,3.4,UD Astuti,Banjar
951,Sambel Sambal Cumi 393ml,Sambal Bawang,62974,250,7/15/2025,12/3/2025,4.2,PT Maheswara Setiawan,Payakumbuh
952,Sambal Sambal Cumi 354ml,Sambal Cumi,20920,314,7/15/2025,3/15/2026,3.4,Perum Tarihoran Maulana Tbk,Mojokerto
953,Sambel Sambal Matah 354ml,Sambal Bawang,65075,435,7/15/2025,7/14/2026,3,UD Mulyani Narpati,Subulussalam
954,Sambel Sambal Terasi 252ml,Sambal Roa,62730,115,7/15/2025,11/29/2025,4.3,UD Kuswandari,Kotamobagu
955,Sambal Sambal Cumi 239ml,Sambal Bawang,47121,410,7/15/2025,7/11/2026,3.7,CV Sihotang Tbk,Medan
956,Sambal Sambal Cumi 139ml,Sambal Tomat,43072,411,7/15/2025,3/15/2026,3.6,CV Prabowo Samosir,Metro
957,Sambel Sambal Matah 312ml,Sambal Roa,26466,319,7/15/2025,7/3/2026,3.6,UD Puspasari,Padang Sidempuan
958,Sambal Sambal Terasi 421ml,Sambal Ijo,47804,255,7/15/2025,1/30/2026,4.2,PT Saragih,Pariaman
959,Sambel Sambal Tomat 426ml,Sambal Roa,71252,289,7/15/2025,11/12/2025,3.8,Perum Pratiwi Prayoga,Prabumulih
960,Sambel Sambal Teri 175ml,Sambal Matah,19861,382,7/15/2025,3/15/2026,4.6,UD Latupono Padmasari,Sukabumi
961,Sambel Sambal Cumi 132ml,Sambal Matah,65441,211,7/15/2025,2/26/2026,4.6,CV Simbolon Handayani (Persero) Tbk,Lhokseumawe
962,Sambal Sambal Tomat 451ml,Sambal Matah,36598,122,7/15/2025,12/10/2025,2.9,Perum Rajata Hidayanto,Palembang
963,Sambal Sambal Matah 258ml,Sambal Teri,41810,286,7/15/2025,5/24/2026,3.6,Perum Sudiati Lestari,Mojokerto
964,Sambal Sambal Matah 181ml,Sambal Tomat,18941,14,7/15/2025,2/22/2026,4.5,CV Saragih,Probolinggo
965,Sambel Sambal Ijo 429ml,Sambal Terasi,73162,369,7/15/2025,6/18/2026,4.5,UD Purwanti Sitompul,Bau-Bau
966,Sambal Sambal Bawang 260ml,Sambal Tomat,66830,32,7/15/2025,5/9/2026,4.7,PT Mardhiyah (Persero) Tbk,Madiun
967,Sambal Sambal Roa 470ml,Sambal Ijo,25469,57,7/15/2025,6/26/2026,4.8,PT Hariyah,Jambi
968,Sambel Sambal Teri 146ml,Sambal Matah,49309,62,7/15/2025,3/22/2026,3.3,PT Zulkarnain (Persero) Tbk,Tangerang Selatan
969,Sambel Sambal Matah 316ml,Sambal Matah,19455,54,7/15/2025,1/10/2026,3,PD Sihombing Marpaung Tbk,Kota Administrasi Jakarta Pusat
970,Sambel Sambal Teri 309ml,Sambal Tomat,66551,301,7/15/2025,11/10/2025,3.7,Perum Napitupulu (Persero) Tbk,Cimahi
971,Sambel Sambal Bawang 262ml,Sambal Roa,41120,349,7/15/2025,2/16/2026,4.9,Perum Marbun Tbk,Ternate
972,Sambal Sambal Cumi 343ml,Sambal Cumi,63829,157,7/15/2025,10/23/2025,4.1,CV Handayani,Makassar
973,Sambal Sambal Terasi 453ml,Sambal Matah,26579,282,7/15/2025,4/27/2026,3.3,PD Suwarno,Kota Administrasi Jakarta Selatan
974,Sambel Sambal Bawang 373ml,Sambal Matah,66206,226,7/15/2025,4/29/2026,2.5,PD Budiman Palastri Tbk,Surakarta
975,Sambel Sambal Tomat 254ml,Sambal Bawang,71362,421,7/15/2025,2/10/2026,3.2,CV Wulandari (Persero) Tbk,Dumai
976,Sambal Sambal Teri 423ml,Sambal Cumi,67636,415,7/15/2025,5/9/2026,4.5,CV Handayani Wahyuni,Meulaboh
977,Sambel Sambal Bawang 499ml,Sambal Teri,40873,377,7/15/2025,5/12/2026,4.8,Perum Utami Prakasa (Persero) Tbk,Batu
978,Sambel Sambal Roa 151ml,Sambal Ijo,55775,133,7/15/2025,6/29/2026,2.7,PD Rajasa Novitasari Tbk,Singkawang
979,Sambel Sambal Cumi 332ml,Sambal Terasi,59936,26,7/15/2025,1/15/2026,4.1,PT Dabukke,Sorong
980,Sambal Sambal Terasi 305ml,Sambal Matah,51176,156,7/15/2025,3/22/2026,3.9,Perum Simanjuntak (Persero) Tbk,Kediri
